Order ID,Customer ID,Customer Name,Segment,Order Date,Ship Date,Ship Mode,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
IN-102633,CU-0272,Customer_CU-0272,Corporate,2021-10-15,2021-10-20,Standard Class,Assam,East,Furniture,Tables,423.71,4,0.1,108.17
IN-102634,CU-0647,Customer_CU-0647,Home Office,2022-06-04,2022-06-09,Same Day,Telangana,South,Office Supplies,Envelopes,415.7,2,0.1,69.02
IN-102635,CU-0455,Customer_CU-0455,Corporate,2023-12-02,2023-12-08,Standard Class,Madhya Pradesh,Central,Technology,Accessories,1744.79,1,0.0,622.36
IN-102636,CU-0543,Customer_CU-0543,Home Office,2023-04-21,2023-04-27,Standard Class,Madhya Pradesh,Central,Technology,Accessories,789.64,3,0.0,348.26
IN-102637,CU-0493,Customer_CU-0493,Consumer,2023-07-04,2023-07-09,First Class,Karnataka,South,Furniture,Tables,701.38,1,0.0,191.46
IN-102638,CU-0135,Customer_CU-0135,Consumer,2021-03-12,2021-03-20,Standard Class,Jharkhand,East,Furniture,Bookcases,144.6,1,0.1,39.85
IN-102639,CU-0318,Customer_CU-0318,Consumer,2023-08-25,2023-08-30,Standard Class,Assam,East,Technology,Accessories,951.59,3,0.0,192.31
IN-102640,CU-0200,Customer_CU-0200,Consumer,2023-01-12,2023-01-18,Standard Class,Bihar,East,Furniture,Chairs,1404.51,2,0.4,107.82
IN-102641,CU-0347,Customer_CU-0347,Consumer,2022-01-10,2022-01-15,Standard Class,Bihar,East,Office Supplies,Labels,73.98,3,0.0,26.1
IN-102642,CU-0305,Customer_CU-0305,Corporate,2021-06-12,2021-06-15,Standard Class,Rajasthan,North,Furniture,Tables,167.65,1,0.3,17.3
IN-102643,CU-0276,Customer_CU-0276,Corporate,2023-01-21,2023-01-29,Standard Class,Andhra Pradesh,South,Furniture,Furnishings,196.04,3,0.2,32.18
IN-102644,CU-0283,Customer_CU-0283,Consumer,2023-04-12,2023-04-16,Standard Class,Maharashtra,West,Technology,Machines,249.47,2,0.2,60.71
IN-102645,CU-0194,Customer_CU-0194,Corporate,2021-12-16,2021-12-23,First Class,Karnataka,South,Furniture,Furnishings,176.3,2,0.1,22.47
IN-102646,CU-0437,Customer_CU-0437,Consumer,2022-02-18,2022-02-20,Second Class,Gujarat,West,Technology,Copiers,476.54,1,0.3,44.49
IN-102647,CU-0680,Customer_CU-0680,Corporate,2021-04-11,2021-04-17,Standard Class,Odisha,East,Technology,Machines,187.73,1,0.3,47.67
IN-102648,CU-0509,Customer_CU-0509,Corporate,2023-12-25,2023-12-29,Standard Class,Uttarakhand,North,Office Supplies,Storage,91.29,2,0.1,36.33
IN-102649,CU-0739,Customer_CU-0739,Consumer,2023-09-17,2023-09-23,Standard Class,Madhya Pradesh,Central,Furniture,Tables,679.82,1,0.0,279.26
IN-102650,CU-0489,Customer_CU-0489,Consumer,2022-12-24,2022-12-27,Standard Class,Chhattisgarh,Central,Furniture,Tables,159.78,1,0.1,63.73
IN-102651,CU-0080,Customer_CU-0080,Consumer,2022-11-29,2022-12-04,First Class,Kerala,South,Office Supplies,Storage,353.31,5,0.1,41.91
IN-102652,CU-0471,Customer_CU-0471,Consumer,2023-05-30,2023-06-06,Standard Class,Tamil Nadu,South,Office Supplies,Paper,142.55,1,0.0,57.1
IN-102653,CU-0134,Customer_CU-0134,Home Office,2022-09-12,2022-09-18,Standard Class,Rajasthan,North,Furniture,Bookcases,753.3,4,0.0,155.77
IN-102654,CU-0482,Customer_CU-0482,Consumer,2022-12-10,2022-12-15,Same Day,Uttar Pradesh,North,Office Supplies,Supplies,49.8,3,0.1,17.26
IN-102655,CU-0645,Customer_CU-0645,Corporate,2023-07-10,2023-07-13,Standard Class,Odisha,East,Office Supplies,Fasteners,194.24,1,0.1,26.31
IN-102656,CU-0416,Customer_CU-0416,Consumer,2022-12-03,2022-12-10,Standard Class,Assam,East,Office Supplies,Paper,33.69,5,0.1,7.38
IN-102657,CU-0663,Customer_CU-0663,Consumer,2022-09-22,2022-09-25,First Class,Rajasthan,North,Office Supplies,Labels,200.58,4,0.1,45.85
IN-102658,CU-0294,Customer_CU-0294,Home Office,2021-02-08,2021-02-13,Standard Class,Bihar,East,Furniture,Bookcases,378.98,1,0.2,85.03
IN-102659,CU-0798,Customer_CU-0798,Consumer,2021-01-20,2021-01-25,Standard Class,Bihar,East,Technology,Machines,1094.36,1,0.0,356.15
IN-102660,CU-0275,Customer_CU-0275,Corporate,2021-10-11,2021-10-14,Standard Class,Karnataka,South,Technology,Accessories,230.9,1,0.0,49.74
IN-102661,CU-0187,Customer_CU-0187,Consumer,2021-05-01,2021-05-09,Standard Class,Gujarat,West,Office Supplies,Envelopes,40.22,3,0.1,14.78
IN-102662,CU-0650,Customer_CU-0650,Home Office,2023-03-23,2023-03-27,First Class,Bihar,East,Furniture,Bookcases,532.61,3,0.5,54.07
IN-102663,CU-0168,Customer_CU-0168,Home Office,2021-05-15,2021-05-20,First Class,West Bengal,East,Furniture,Tables,154.67,7,0.5,2.59
IN-102664,CU-0085,Customer_CU-0085,Consumer,2021-11-20,2021-11-25,Standard Class,Kerala,South,Office Supplies,Binders,136.58,5,0.1,26.59
IN-102665,CU-0242,Customer_CU-0242,Corporate,2022-12-24,2022-12-27,Second Class,Rajasthan,North,Office Supplies,Labels,26.3,1,0.0,5.77
IN-102666,CU-0308,Customer_CU-0308,Home Office,2023-04-05,2023-04-09,Standard Class,Gujarat,West,Furniture,Tables,651.02,1,0.2,224.75
IN-102667,CU-0267,Customer_CU-0267,Corporate,2023-07-18,2023-07-22,Standard Class,Telangana,South,Office Supplies,Appliances,29.69,1,0.0,8.88
IN-102668,CU-0753,Customer_CU-0753,Consumer,2021-04-18,2021-04-24,Second Class,Uttar Pradesh,North,Technology,Accessories,1093.42,3,0.0,288.91
IN-102669,CU-0020,Customer_CU-0020,Corporate,2023-06-06,2023-06-10,Standard Class,Chhattisgarh,Central,Technology,Machines,1168.02,6,0.0,456.77
IN-102670,CU-0524,Customer_CU-0524,Consumer,2022-07-22,2022-07-26,Standard Class,Madhya Pradesh,Central,Furniture,Tables,189.16,3,0.0,58.52
IN-102671,CU-0186,Customer_CU-0186,Corporate,2021-07-21,2021-07-28,Standard Class,Bihar,East,Furniture,Chairs,526.17,3,0.0,183.05
IN-102672,CU-0196,Customer_CU-0196,Consumer,2022-04-17,2022-04-21,Standard Class,Gujarat,West,Furniture,Tables,406.81,1,0.0,125.01
IN-102673,CU-0335,Customer_CU-0335,Consumer,2023-07-29,2023-08-01,First Class,Madhya Pradesh,Central,Furniture,Tables,214.63,2,0.0,37.61
IN-102674,CU-0274,Customer_CU-0274,Consumer,2021-07-16,2021-07-23,Standard Class,Madhya Pradesh,Central,Technology,Phones,268.35,5,0.3,54.4
IN-102675,CU-0090,Customer_CU-0090,Corporate,2021-04-18,2021-04-22,First Class,Kerala,South,Furniture,Bookcases,68.71,3,0.1,26.02
IN-102676,CU-0354,Customer_CU-0354,Consumer,2021-09-27,2021-10-01,Same Day,Bihar,East,Office Supplies,Labels,123.31,1,0.2,40.37
IN-102677,CU-0482,Customer_CU-0482,Consumer,2021-02-13,2021-02-17,Second Class,Telangana,South,Office Supplies,Binders,22.01,4,0.1,7.13
IN-102678,CU-0528,Customer_CU-0528,Home Office,2021-08-14,2021-08-18,Standard Class,Madhya Pradesh,Central,Technology,Machines,724.74,6,0.0,299.76
IN-102679,CU-0688,Customer_CU-0688,Consumer,2021-09-27,2021-10-06,First Class,Maharashtra,West,Technology,Accessories,524.74,3,0.2,115.88
IN-102680,CU-0321,Customer_CU-0321,Corporate,2023-01-17,2023-01-24,First Class,Uttar Pradesh,North,Office Supplies,Fasteners,165.87,4,0.0,74.18
IN-102681,CU-0457,Customer_CU-0457,Consumer,2021-03-27,2021-03-31,Standard Class,Uttarakhand,North,Furniture,Bookcases,259.4,4,0.2,60.8
IN-102682,CU-0608,Customer_CU-0608,Consumer,2023-08-02,2023-08-09,Second Class,West Bengal,East,Technology,Accessories,494.48,5,0.1,135.12
IN-102683,CU-0526,Customer_CU-0526,Consumer,2021-03-19,2021-03-22,Standard Class,Haryana,North,Furniture,Bookcases,593.18,3,0.3,26.77
IN-102684,CU-0569,Customer_CU-0569,Consumer,2023-12-11,2023-12-16,First Class,Karnataka,South,Furniture,Tables,431.84,2,0.0,68.17
IN-102685,CU-0611,Customer_CU-0611,Consumer,2023-12-08,2023-12-11,Standard Class,Jharkhand,East,Office Supplies,Paper,119.65,4,0.2,38.7
IN-102686,CU-0491,Customer_CU-0491,Corporate,2021-04-04,2021-04-13,Standard Class,Chhattisgarh,Central,Office Supplies,Labels,137.32,4,0.0,20.88
IN-102687,CU-0690,Customer_CU-0690,Corporate,2021-12-27,2022-01-01,Standard Class,Gujarat,West,Furniture,Furnishings,96.69,1,0.3,24.46
IN-102688,CU-0730,Customer_CU-0730,Corporate,2022-08-18,2022-08-22,Second Class,Odisha,East,Office Supplies,Binders,177.88,1,0.0,57.63
IN-102689,CU-0584,Customer_CU-0584,Consumer,2021-02-28,2021-03-09,Second Class,Punjab,North,Furniture,Chairs,539.14,2,0.2,34.67
IN-102690,CU-0270,Customer_CU-0270,Corporate,2023-01-31,2023-02-03,Standard Class,Telangana,South,Technology,Machines,266.4,2,0.1,90.22
IN-102691,CU-0436,Customer_CU-0436,Consumer,2021-03-14,2021-03-22,Standard Class,Odisha,East,Technology,Copiers,533.96,2,0.0,101.18
IN-102692,CU-0092,Customer_CU-0092,Consumer,2022-09-16,2022-09-20,First Class,Uttarakhand,North,Furniture,Bookcases,320.07,1,0.3,17.19
IN-102693,CU-0355,Customer_CU-0355,Corporate,2023-10-29,2023-10-31,Standard Class,West Bengal,East,Office Supplies,Paper,79.75,3,0.1,28.39
IN-102694,CU-0508,Customer_CU-0508,Consumer,2023-05-28,2023-06-01,Standard Class,Bihar,East,Furniture,Tables,431.42,1,0.3,67.03
IN-102695,CU-0269,Customer_CU-0269,Consumer,2023-09-13,2023-09-16,Standard Class,Delhi,North,Furniture,Furnishings,1038.04,3,0.1,244.72
IN-102696,CU-0520,Customer_CU-0520,Consumer,2021-04-28,2021-05-01,Same Day,Kerala,South,Technology,Machines,1760.92,7,0.0,444.71
IN-102697,CU-0139,Customer_CU-0139,Consumer,2021-03-16,2021-03-22,Standard Class,West Bengal,East,Office Supplies,Supplies,27.63,3,0.1,6.94
IN-102698,CU-0061,Customer_CU-0061,Home Office,2022-09-27,2022-10-01,Second Class,Maharashtra,West,Technology,Accessories,1164.29,1,0.0,246.75
IN-102699,CU-0709,Customer_CU-0709,Consumer,2021-02-26,2021-02-28,Standard Class,Uttar Pradesh,North,Furniture,Bookcases,956.37,3,0.1,206.07
IN-102700,CU-0200,Customer_CU-0200,Consumer,2022-07-24,2022-07-27,Standard Class,Kerala,South,Office Supplies,Fasteners,127.5,2,0.3,22.44
IN-102701,CU-0170,Customer_CU-0170,Corporate,2023-01-06,2023-01-08,Standard Class,Rajasthan,North,Office Supplies,Fasteners,240.3,4,0.0,96.95
IN-102702,CU-0105,Customer_CU-0105,Consumer,2021-09-18,2021-09-21,Same Day,Telangana,South,Furniture,Tables,1652.12,2,0.0,554.0
IN-102703,CU-0170,Customer_CU-0170,Corporate,2022-01-13,2022-01-17,First Class,Assam,East,Office Supplies,Envelopes,226.18,1,0.1,87.52
IN-102704,CU-0223,Customer_CU-0223,Corporate,2023-11-05,2023-11-12,First Class,Tamil Nadu,South,Furniture,Bookcases,403.21,3,0.1,109.11
IN-102705,CU-0085,Customer_CU-0085,Consumer,2021-09-18,2021-09-23,Standard Class,Andhra Pradesh,South,Office Supplies,Appliances,230.58,3,0.1,49.74
IN-102706,CU-0164,Customer_CU-0164,Consumer,2022-10-31,2022-11-03,Standard Class,Jharkhand,East,Technology,Machines,757.78,1,0.2,70.74
IN-102707,CU-0474,Customer_CU-0474,Consumer,2022-06-16,2022-06-22,Standard Class,Jharkhand,East,Furniture,Bookcases,336.68,3,0.2,78.15
IN-102708,CU-0696,Customer_CU-0696,Consumer,2021-06-07,2021-06-11,Standard Class,Tamil Nadu,South,Furniture,Tables,249.35,5,0.3,9.61
IN-102709,CU-0271,Customer_CU-0271,Consumer,2023-02-19,2023-02-24,Standard Class,Delhi,North,Furniture,Bookcases,1153.7,3,0.2,317.77
IN-102710,CU-0388,Customer_CU-0388,Corporate,2023-07-20,2023-07-28,First Class,Delhi,North,Furniture,Chairs,171.62,3,0.3,10.08
IN-102711,CU-0269,Customer_CU-0269,Consumer,2021-10-20,2021-10-27,Standard Class,Haryana,North,Office Supplies,Paper,357.5,1,0.1,71.24
IN-102712,CU-0010,Customer_CU-0010,Consumer,2021-06-10,2021-06-14,Standard Class,Assam,East,Furniture,Chairs,492.7,7,0.0,82.2
IN-102713,CU-0462,Customer_CU-0462,Corporate,2022-12-02,2022-12-10,Standard Class,Rajasthan,North,Office Supplies,Binders,25.55,5,0.0,10.61
IN-102714,CU-0304,Customer_CU-0304,Consumer,2021-03-20,2021-03-25,Standard Class,Chhattisgarh,Central,Technology,Phones,926.01,4,0.2,103.98
IN-102715,CU-0323,Customer_CU-0323,Home Office,2023-10-28,2023-11-02,Standard Class,Maharashtra,West,Furniture,Chairs,61.56,4,0.0,22.85
IN-102716,CU-0028,Customer_CU-0028,Consumer,2023-08-29,2023-09-01,Second Class,Kerala,South,Furniture,Furnishings,544.79,1,0.2,113.47
IN-102717,CU-0236,Customer_CU-0236,Consumer,2022-04-01,2022-04-04,Standard Class,Andhra Pradesh,South,Technology,Machines,1475.44,6,0.1,333.17
IN-102718,CU-0308,Customer_CU-0308,Home Office,2022-05-21,2022-05-26,Second Class,Punjab,North,Office Supplies,Binders,52.82,1,0.2,2.66
IN-102719,CU-0662,Customer_CU-0662,Consumer,2021-05-26,2021-05-28,Standard Class,Uttar Pradesh,North,Technology,Phones,743.37,2,0.0,165.23
IN-102720,CU-0341,Customer_CU-0341,Corporate,2021-04-04,2021-04-08,Standard Class,Tamil Nadu,South,Technology,Accessories,3861.23,1,0.1,1502.55
IN-102721,CU-0298,Customer_CU-0298,Consumer,2022-08-28,2022-09-01,Standard Class,Kerala,South,Furniture,Tables,220.39,6,0.0,96.7
IN-102722,CU-0259,Customer_CU-0259,Corporate,2023-12-04,2023-12-08,Standard Class,Jharkhand,East,Office Supplies,Appliances,34.71,3,0.0,9.0
IN-102723,CU-0005,Customer_CU-0005,Consumer,2023-11-25,2023-11-27,Second Class,Punjab,North,Furniture,Tables,1080.66,1,0.3,315.98
IN-102724,CU-0038,Customer_CU-0038,Consumer,2021-05-28,2021-06-01,Same Day,Kerala,South,Furniture,Furnishings,1587.74,1,0.2,408.08
IN-102725,CU-0631,Customer_CU-0631,Corporate,2023-06-29,2023-07-04,Standard Class,Odisha,East,Furniture,Chairs,331.28,2,0.0,79.16
IN-102726,CU-0459,Customer_CU-0459,Home Office,2021-02-18,2021-02-21,Standard Class,Telangana,South,Furniture,Bookcases,741.87,4,0.0,123.56
IN-102727,CU-0582,Customer_CU-0582,Consumer,2022-07-27,2022-07-30,Standard Class,Chhattisgarh,Central,Furniture,Bookcases,966.02,6,0.3,4.37
IN-102728,CU-0319,Customer_CU-0319,Consumer,2021-08-12,2021-08-17,Second Class,West Bengal,East,Office Supplies,Labels,46.14,5,0.2,11.16
IN-102729,CU-0468,Customer_CU-0468,Home Office,2022-01-04,2022-01-08,Second Class,West Bengal,East,Technology,Machines,429.76,6,0.2,57.89
IN-102730,CU-0735,Customer_CU-0735,Corporate,2022-04-28,2022-05-01,Standard Class,Chhattisgarh,Central,Technology,Accessories,2013.82,3,0.2,243.66
IN-102731,CU-0491,Customer_CU-0491,Corporate,2021-11-08,2021-11-16,Standard Class,Assam,East,Furniture,Bookcases,1271.57,3,0.1,382.91
IN-102732,CU-0128,Customer_CU-0128,Corporate,2023-03-06,2023-03-11,Standard Class,Andhra Pradesh,South,Office Supplies,Storage,149.39,6,0.2,7.87
IN-102733,CU-0328,Customer_CU-0328,Corporate,2023-09-14,2023-09-22,First Class,Karnataka,South,Technology,Copiers,301.32,3,0.0,102.57
IN-102734,CU-0380,Customer_CU-0380,Consumer,2023-08-06,2023-08-11,Second Class,Punjab,North,Furniture,Chairs,1619.14,3,0.0,716.71
IN-102735,CU-0644,Customer_CU-0644,Home Office,2022-06-23,2022-06-27,Second Class,Chhattisgarh,Central,Technology,Accessories,412.45,1,0.1,91.24
IN-102736,CU-0742,Customer_CU-0742,Corporate,2022-11-03,2022-11-07,Same Day,Uttarakhand,North,Furniture,Tables,252.62,1,0.3,56.8
IN-102737,CU-0178,Customer_CU-0178,Consumer,2023-03-21,2023-03-25,Standard Class,Madhya Pradesh,Central,Office Supplies,Art,122.5,5,0.0,32.92
IN-102738,CU-0335,Customer_CU-0335,Consumer,2023-03-09,2023-03-18,Standard Class,Tamil Nadu,South,Furniture,Chairs,1145.19,1,0.3,69.99
IN-102739,CU-0084,Customer_CU-0084,Consumer,2023-05-19,2023-05-21,Second Class,West Bengal,East,Furniture,Furnishings,654.05,6,0.2,74.34
IN-102740,CU-0311,Customer_CU-0311,Corporate,2021-10-13,2021-10-21,Standard Class,Karnataka,South,Furniture,Chairs,460.31,1,0.2,84.32
IN-102741,CU-0271,Customer_CU-0271,Consumer,2023-02-08,2023-02-15,Standard Class,Jharkhand,East,Office Supplies,Labels,136.59,1,0.2,28.22
IN-102742,CU-0430,Customer_CU-0430,Corporate,2022-06-22,2022-06-27,Standard Class,Uttar Pradesh,North,Technology,Copiers,691.71,5,0.1,191.05
IN-102743,CU-0745,Customer_CU-0745,Home Office,2021-05-24,2021-05-29,Standard Class,Assam,East,Furniture,Chairs,516.21,1,0.2,44.58
IN-102744,CU-0195,Customer_CU-0195,Home Office,2023-03-26,2023-04-02,Standard Class,Punjab,North,Furniture,Furnishings,43.66,7,0.0,11.4
IN-102745,CU-0424,Customer_CU-0424,Corporate,2023-04-27,2023-05-01,Standard Class,Uttarakhand,North,Furniture,Furnishings,260.53,2,0.0,77.63
IN-102746,CU-0184,Customer_CU-0184,Consumer,2023-08-06,2023-08-10,Standard Class,Gujarat,West,Furniture,Tables,400.64,1,0.0,110.89
IN-102747,CU-0598,Customer_CU-0598,Consumer,2022-12-05,2022-12-08,Standard Class,Punjab,North,Office Supplies,Art,31.95,1,0.2,2.45
IN-102748,CU-0309,Customer_CU-0309,Home Office,2022-06-17,2022-06-22,Standard Class,Rajasthan,North,Office Supplies,Envelopes,127.45,5,0.3,26.27
IN-102749,CU-0228,Customer_CU-0228,Consumer,2023-12-02,2023-12-06,Standard Class,Jharkhand,East,Furniture,Furnishings,280.46,7,0.1,102.68
IN-102750,CU-0325,Customer_CU-0325,Consumer,2022-03-29,2022-03-31,First Class,Uttarakhand,North,Technology,Phones,3229.0,3,0.2,1106.4
IN-102751,CU-0176,Customer_CU-0176,Corporate,2022-12-14,2022-12-19,Second Class,Punjab,North,Office Supplies,Labels,370.82,2,0.1,129.76
IN-102752,CU-0423,Customer_CU-0423,Consumer,2022-12-31,2023-01-05,Standard Class,Maharashtra,West,Office Supplies,Art,59.19,2,0.2,15.99
IN-102753,CU-0180,Customer_CU-0180,Home Office,2022-01-01,2022-01-08,Second Class,Maharashtra,West,Technology,Copiers,580.71,2,0.0,228.17
IN-102754,CU-0368,Customer_CU-0368,Consumer,2022-10-17,2022-10-21,Standard Class,Odisha,East,Office Supplies,Paper,84.22,7,0.2,11.25
IN-102755,CU-0088,Customer_CU-0088,Corporate,2023-09-29,2023-10-06,Standard Class,Tamil Nadu,South,Technology,Machines,442.97,1,0.1,91.67
IN-102756,CU-0364,Customer_CU-0364,Home Office,2021-05-31,2021-06-02,Standard Class,Punjab,North,Office Supplies,Binders,107.29,1,0.3,17.51
IN-102757,CU-0213,Customer_CU-0213,Consumer,2023-03-16,2023-03-25,Standard Class,Delhi,North,Technology,Copiers,336.15,3,0.0,114.48
IN-102758,CU-0171,Customer_CU-0171,Corporate,2021-03-04,2021-03-10,Standard Class,Madhya Pradesh,Central,Office Supplies,Labels,32.54,3,0.0,12.21
IN-102759,CU-0484,Customer_CU-0484,Consumer,2022-06-02,2022-06-11,Standard Class,Assam,East,Office Supplies,Art,157.66,4,0.1,17.58
IN-102760,CU-0153,Customer_CU-0153,Consumer,2023-12-05,2023-12-10,Standard Class,Odisha,East,Furniture,Tables,546.55,2,0.0,175.97
IN-102761,CU-0690,Customer_CU-0690,Corporate,2022-01-12,2022-01-14,Standard Class,Tamil Nadu,South,Furniture,Chairs,173.56,3,0.2,16.75
IN-102762,CU-0161,Customer_CU-0161,Consumer,2021-05-23,2021-05-27,Standard Class,Bihar,East,Office Supplies,Art,201.51,5,0.1,54.62
IN-102763,CU-0551,Customer_CU-0551,Consumer,2022-11-02,2022-11-06,Standard Class,Maharashtra,West,Furniture,Chairs,199.29,1,0.5,-13.05
IN-102764,CU-0133,Customer_CU-0133,Corporate,2022-06-09,2022-06-15,Standard Class,Rajasthan,North,Furniture,Furnishings,404.45,1,0.0,176.22
IN-102765,CU-0282,Customer_CU-0282,Corporate,2022-05-08,2022-05-12,First Class,Maharashtra,West,Furniture,Tables,636.69,1,0.3,154.64
IN-102766,CU-0621,Customer_CU-0621,Consumer,2022-02-09,2022-02-18,Standard Class,Chhattisgarh,Central,Technology,Accessories,645.32,3,0.0,206.23
IN-102767,CU-0483,Customer_CU-0483,Consumer,2021-08-18,2021-08-25,First Class,Uttar Pradesh,North,Office Supplies,Fasteners,135.54,4,0.0,26.83
IN-102768,CU-0401,Customer_CU-0401,Corporate,2022-09-18,2022-09-20,Standard Class,Andhra Pradesh,South,Furniture,Chairs,218.52,1,0.1,27.76
IN-102769,CU-0672,Customer_CU-0672,Consumer,2022-06-25,2022-06-30,Standard Class,Jharkhand,East,Furniture,Chairs,282.26,2,0.0,60.22
IN-102770,CU-0099,Customer_CU-0099,Consumer,2021-07-14,2021-07-19,Standard Class,Chhattisgarh,Central,Technology,Accessories,552.65,1,0.3,28.16
IN-102771,CU-0737,Customer_CU-0737,Home Office,2021-09-01,2021-09-05,Standard Class,Uttarakhand,North,Technology,Phones,339.71,3,0.3,60.34
IN-102772,CU-0050,Customer_CU-0050,Corporate,2022-02-04,2022-02-07,Same Day,Madhya Pradesh,Central,Furniture,Bookcases,286.74,1,0.0,108.0
IN-102773,CU-0717,Customer_CU-0717,Corporate,2022-10-27,2022-11-01,Second Class,Odisha,East,Office Supplies,Binders,22.34,1,0.1,4.67
IN-102774,CU-0119,Customer_CU-0119,Corporate,2022-09-19,2022-09-24,Standard Class,Kerala,South,Technology,Accessories,427.5,3,0.2,62.88
IN-102775,CU-0182,Customer_CU-0182,Corporate,2022-11-07,2022-11-13,Standard Class,Assam,East,Technology,Machines,514.71,2,0.1,76.98
IN-102776,CU-0547,Customer_CU-0547,Consumer,2023-04-04,2023-04-06,Same Day,Andhra Pradesh,South,Furniture,Furnishings,269.09,1,0.2,92.67
IN-102777,CU-0135,Customer_CU-0135,Consumer,2023-11-06,2023-11-08,Standard Class,Delhi,North,Office Supplies,Paper,72.43,4,0.2,15.97
IN-102778,CU-0047,Customer_CU-0047,Consumer,2021-12-31,2022-01-05,First Class,Kerala,South,Furniture,Bookcases,314.38,3,0.5,-9.57
IN-102779,CU-0193,Customer_CU-0193,Consumer,2022-10-30,2022-11-05,Standard Class,Odisha,East,Technology,Copiers,1024.03,3,0.0,308.46
IN-102780,CU-0257,Customer_CU-0257,Consumer,2023-07-09,2023-07-18,Standard Class,Maharashtra,West,Office Supplies,Binders,197.76,2,0.2,24.21
IN-102781,CU-0544,Customer_CU-0544,Corporate,2022-10-28,2022-11-03,Standard Class,Tamil Nadu,South,Office Supplies,Storage,50.16,3,0.3,15.04
IN-102782,CU-0727,Customer_CU-0727,Home Office,2023-08-10,2023-08-18,Standard Class,Madhya Pradesh,Central,Furniture,Chairs,126.15,1,0.2,7.66
IN-102783,CU-0688,Customer_CU-0688,Consumer,2023-12-05,2023-12-10,Standard Class,Maharashtra,West,Technology,Phones,260.38,2,0.3,62.82
IN-102784,CU-0766,Customer_CU-0766,Corporate,2023-11-06,2023-11-11,Second Class,Maharashtra,West,Office Supplies,Binders,58.06,1,0.1,7.19
IN-102785,CU-0337,Customer_CU-0337,Corporate,2022-05-20,2022-05-26,First Class,Chhattisgarh,Central,Office Supplies,Paper,65.58,1,0.2,6.32
IN-102786,CU-0150,Customer_CU-0150,Corporate,2023-03-18,2023-03-26,First Class,Assam,East,Furniture,Tables,178.4,5,0.2,22.4
IN-102787,CU-0241,Customer_CU-0241,Consumer,2023-11-18,2023-11-22,Standard Class,Uttarakhand,North,Office Supplies,Supplies,28.04,1,0.1,6.9
IN-102788,CU-0627,Customer_CU-0627,Consumer,2023-08-16,2023-08-20,Second Class,Chhattisgarh,Central,Furniture,Chairs,229.32,1,0.0,102.91
IN-102789,CU-0596,Customer_CU-0596,Consumer,2022-09-01,2022-09-07,Standard Class,Andhra Pradesh,South,Technology,Copiers,783.12,1,0.2,201.33
IN-102790,CU-0112,Customer_CU-0112,Consumer,2021-12-15,2021-12-21,Same Day,Kerala,South,Furniture,Furnishings,531.67,4,0.0,202.21
IN-102791,CU-0642,Customer_CU-0642,Home Office,2023-03-12,2023-03-14,Standard Class,Uttar Pradesh,North,Office Supplies,Appliances,54.51,2,0.0,13.86
IN-102792,CU-0338,Customer_CU-0338,Corporate,2021-04-21,2021-04-26,Second Class,Madhya Pradesh,Central,Office Supplies,Fasteners,62.07,2,0.1,18.98
IN-102793,CU-0501,Customer_CU-0501,Consumer,2023-05-04,2023-05-10,Second Class,Punjab,North,Office Supplies,Storage,39.09,4,0.1,12.01
IN-102794,CU-0324,Customer_CU-0324,Home Office,2022-03-08,2022-03-10,First Class,Odisha,East,Technology,Phones,646.59,5,0.0,215.72
IN-102795,CU-0514,Customer_CU-0514,Consumer,2021-02-22,2021-02-27,Second Class,Assam,East,Furniture,Furnishings,167.55,1,0.2,39.14
IN-102796,CU-0045,Customer_CU-0045,Consumer,2022-10-21,2022-10-25,Second Class,Haryana,North,Furniture,Tables,522.44,1,0.2,88.19
IN-102797,CU-0122,Customer_CU-0122,Home Office,2022-01-19,2022-01-22,Standard Class,Kerala,South,Furniture,Furnishings,79.15,2,0.0,24.73
IN-102798,CU-0077,Customer_CU-0077,Consumer,2022-08-07,2022-08-12,Standard Class,Uttarakhand,North,Furniture,Bookcases,247.72,6,0.2,72.7
IN-102799,CU-0043,Customer_CU-0043,Consumer,2022-08-22,2022-08-26,Standard Class,Karnataka,South,Office Supplies,Envelopes,118.04,2,0.1,22.06
IN-102800,CU-0370,Customer_CU-0370,Consumer,2021-11-01,2021-11-03,First Class,Bihar,East,Technology,Phones,784.82,7,0.0,307.36
IN-102801,CU-0152,Customer_CU-0152,Consumer,2022-07-16,2022-07-22,Same Day,Rajasthan,North,Technology,Phones,7508.04,6,0.0,2108.89
IN-102802,CU-0555,Customer_CU-0555,Consumer,2023-09-06,2023-09-12,First Class,Kerala,South,Furniture,Furnishings,436.96,1,0.0,100.29
IN-102803,CU-0263,Customer_CU-0263,Consumer,2022-05-01,2022-05-07,Second Class,Madhya Pradesh,Central,Office Supplies,Labels,36.46,3,0.0,13.31
IN-102804,CU-0499,Customer_CU-0499,Corporate,2023-01-30,2023-02-03,Standard Class,Karnataka,South,Technology,Machines,610.38,3,0.0,199.98
IN-102805,CU-0695,Customer_CU-0695,Consumer,2022-10-01,2022-10-09,Standard Class,Gujarat,West,Furniture,Tables,79.76,1,0.1,11.38
IN-102806,CU-0435,Customer_CU-0435,Home Office,2023-04-22,2023-04-24,Standard Class,Uttar Pradesh,North,Office Supplies,Art,83.72,3,0.1,24.02
